scenario,year,month,can_production_mwh,curtailment_cnf_mwh,curtailment_ene_mwh,curtailment_mwh,curtailment_pct,curtailment_cnf_pct,curtailment_ene_pct
low,2028,10,53733.5436863634,0.0,4638.92535121378,4638.92535121378,0.08633201968384333,0.0,0.08633201968384333
low,2028,11,49204.8812988831,0.0,6300.269219423644,6300.269219423644,0.12804154899092612,0.0,0.12804154899092612
low,2028,12,51115.4701427164,0.0,8765.557528884616,8765.557528884616,0.17148541340636866,0.0,0.17148541340636866
low,2029,1,57941.6837422967,0.0,8012.148608018645,8012.148608018645,0.13827952676787467,0.0,0.13827952676787467
low,2029,2,45966.6013665519,0.0,3294.299710264196,3294.299710264196,0.071667245615886,0.0,0.071667245615886
low,2029,3,45372.0939091335,0.0,5257.027523643104,5257.027523643104,0.11586477657767638,0.0,0.11586477657767638
low,2029,4,41218.0180375478,0.0,2576.643582921708,2576.643582921708,0.0625125541110322,0.0,0.0625125541110322
low,2029,5,37714.1299801733,0.0,1574.461373479688,1574.461373479688,0.04174725426007172,0.0,0.04174725426007172
low,2029,6,35583.8140358138,0.0,2479.842562555918,2479.842562555918,0.06969018442092935,0.0,0.06969018442092935
low,2029,7,38782.3918665371,0.0,3046.803108852473,3046.803108852473,0.07856150593644454,0.0,0.07856150593644454
low,2029,8,41903.0232747619,0.0,6174.091942822561,6174.091942822561,0.1473423982403008,0.0,0.1473423982403008
low,2029,9,48643.8704675765,0.0,5647.165056976373,5647.165056976373,0.11609201740516276,0.0,0.11609201740516276
low,2029,10,53643.0366038623,0.0,4368.876436725259,4368.876436725259,0.0814434959934893,0.0,0.0814434959934893
low,2029,11,49467.2438266903,0.0,4683.220010632884,4683.220010632884,0.09467315436131149,0.0,0.09467315436131149
low,2029,12,50912.8346379014,0.0,9447.989674405544,9447.989674405544,0.18557186496491224,0.0,0.18557186496491224
low,2030,1,57941.6837422967,0.0,6702.905861608334,6702.905861608334,0.11568365688888839,0.0,0.11568365688888839
low,2030,2,45966.6013665519,0.0,2142.436971371179,2142.436971371179,0.04660855724978934,0.0,0.04660855724978934
low,2030,3,45372.0939091335,0.0,3135.0508658404,3135.0508658404,0.06909645545825928,0.0,0.06909645545825928
low,2030,4,41218.0180375478,0.0,1206.241625709459,1206.241625709459,0.029264910908880334,0.0,0.029264910908880334
low,2030,5,37714.1299801733,0.0,1244.6236267089841,1244.6236267089841,0.03300152031515232,0.0,0.03300152031515232
low,2030,6,35583.8140358138,0.0,2187.500317683676,2187.500317683676,0.06147458829123931,0.0,0.06147458829123931
low,2030,7,38782.3918665371,0.0,2355.332163105137,2355.332163105137,0.060731998459780556,0.0,0.060731998459780556
low,2030,8,41903.0232747619,0.0,5155.273172188318,5155.273172188318,0.12302866879997482,0.0,0.12302866879997482
