"MES_REFERENCIA";"SUBMERCADO";"PERIODO_COMERCIALIZACAO";"DIA";"HORA";"PLD_HORA"
"202401";NORDESTE;132;"06";"11";61.07
"202401";NORTE;132;"06";"11";61.07
"202401";SUDESTE;132;"06";"11";61.07
"202401";SUL;132;"06";"11";61.07
"202401";NORDESTE;133;"06";"12";61.07
"202401";NORTE;133;"06";"12";61.07
"202401";SUDESTE;133;"06";"12";61.07
"202401";SUL;133;"06";"12";61.07
"202401";NORDESTE;134;"06";"13";61.07
"202401";NORTE;134;"06";"13";61.07
"202401";SUDESTE;134;"06";"13";61.07
"202401";SUL;134;"06";"13";61.07
"202401";NORDESTE;135;"06";"14";61.07
"202401";NORTE;135;"06";"14";61.07
"202401";SUDESTE;135;"06";"14";61.07
"202401";SUL;135;"06";"14";61.07
"202401";NORDESTE;136;"06";"15";61.07
"202401";NORTE;136;"06";"15";61.07
"202401";SUDESTE;136;"06";"15";61.07
"202401";SUL;136;"06";"15";61.07
"202401";NORDESTE;137;"06";"16";61.07
"202401";NORTE;137;"06";"16";61.07
"202401";SUDESTE;137;"06";"16";61.07
"202401";SUL;137;"06";"16";61.07
"202401";NORDESTE;138;"06";"17";61.07
"202401";NORTE;138;"06";"17";61.07
"202401";SUDESTE;138;"06";"17";61.07
"202401";SUL;138;"06";"17";61.07
"202401";NORDESTE;139;"06";"18";61.07
"202401";NORTE;139;"06";"18";61.07
"202401";SUDESTE;139;"06";"18";61.07
"202401";SUL;139;"06";"18";61.07
"202401";NORDESTE;140;"06";"19";61.07
"202401";NORTE;140;"06";"19";61.07
"202401";SUDESTE;140;"06";"19";61.07
"202401";SUL;140;"06";"19";61.07
"202401";NORDESTE;141;"06";"20";61.07
"202401";NORTE;141;"06";"20";61.07
"202401";SUDESTE;141;"06";"20";61.07
"202401";SUL;141;"06";"20";61.07
"202401";NORDESTE;142;"06";"21";61.07
"202401";NORTE;142;"06";"21";61.07
"202401";SUDESTE;142;"06";"21";61.07
"202401";SUL;142;"06";"21";61.07
"202401";NORDESTE;143;"06";"22";61.07
"202401";NORTE;143;"06";"22";61.07
"202401";SUDESTE;143;"06";"22";61.07
"202401";SUL;143;"06";"22";61.07
"202401";NORDESTE;144;"06";"23";61.07
"202401";NORTE;144;"06";"23";61.07
"202401";SUDESTE;144;"06";"23";61.07
"202401";SUL;144;"06";"23";61.07
"202401";NORDESTE;145;"07";"00";61.07
"202401";NORTE;145;"07";"00";61.07
"202401";SUDESTE;145;"07";"00";61.07
"202401";SUL;145;"07";"00";61.07
"202401";NORDESTE;146;"07";"01";61.07
"202401";NORTE;146;"07";"01";61.07
"202401";SUDESTE;146;"07";"01";61.07
"202401";SUL;146;"07";"01";61.07
"202401";NORDESTE;147;"07";"02";61.07
"202401";NORTE;147;"07";"02";61.07
"202401";SUDESTE;147;"07";"02";61.07
"202401";SUL;147;"07";"02";61.07
"202401";NORDESTE;148;"07";"03";61.07
"202401";NORTE;148;"07";"03";61.07
"202401";SUDESTE;148;"07";"03";61.07
"202401";SUL;148;"07";"03";61.07
"202401";NORDESTE;149;"07";"04";61.07
"202401";NORTE;149;"07";"04";61.07
"202401";SUDESTE;149;"07";"04";61.07
"202401";SUL;149;"07";"04";61.07
"202401";NORDESTE;150;"07";"05";61.07
"202401";NORTE;150;"07";"05";61.07
"202401";SUDESTE;150;"07";"05";61.07
"202401";SUL;150;"07";"05";61.07
"202401";NORDESTE;151;"07";"06";61.07
"202401";NORTE;151;"07";"06";61.07
"202401";SUDESTE;151;"07";"06";61.07
"202401";SUL;151;"07";"06";61.07
"202401";NORDESTE;152;"07";"07";61.07
"202401";NORTE;152;"07";"07";61.07
"202401";SUDESTE;152;"07";"07";61.07
"202401";SUL;152;"07";"07";61.07
"202401";NORDESTE;153;"07";"08";61.07
"202401";NORTE;153;"07";"08";61.07
"202401";SUDESTE;153;"07";"08";61.07
"202401";SUL;153;"07";"08";61.07
"202401";NORDESTE;154;"07";"09";61.07
"202401";NORTE;154;"07";"09";61.07
"202401";SUDESTE;154;"07";"09";61.07
"202401";SUL;154;"07";"09";61.07
"202401";NORDESTE;155;"07";"10";61.07
"202401";NORTE;155;"07";"10";61.07
"202401";SUDESTE;155;"07";"10";61.07
"202401";SUL;155;"07";"10";61.07
"202401";NORDESTE;156;"07";"11";61.07
"202401";NORTE;156;"07";"11";61.07
"202401";SUDESTE;156;"07";"11";61.07
"202401";SUL;156;"07";"11";61.07
"202401";NORDESTE;157;"07";"12";61.07
"202401";NORTE;157;"07";"12";61.07
"202401";SUDESTE;157;"07";"12";61.07
"202401";SUL;157;"07";"12";61.07
"202401";NORDESTE;158;"07";"13";61.07
